mot;affichage;longueur;categorie;definition;registre;niveau;verif
ITALIE;Italie;6;selections;Elle a gagné l'Euro 2021 à Wembley;factuel;1;titre continental
ITALIE;Italie;6;selections;Six lettres en maillot azur;joueur;1;couleur de la sélection
JARDIM;Jardim;6;coachs;Technicien portugais champion avec Monaco;factuel;2;titre de 2017
JARDIM;Jardim;6;coachs;Il a lancé Mbappé en professionnel;factuel;1;éclosion du buteur
JARDIM;Jardim;6;coachs;Six lettres qui font confiance aux très jeunes;joueur;2;philosophie du coach
JINGLE;jingle;6;culture;Petite musique qui annonce une émission sportive;factuel;1;identité sonore
JINGLE;jingle;6;culture;Celui de la Ligue des champions est reconnaissable;factuel;1;hymne de la compétition
JINGLE;jingle;6;culture;Six lettres qu'on fredonne sans y penser;joueur;1;effet du procédé
JOUEUR;joueur;6;vocab;Il compose l'effectif avec ses coéquipiers;factuel;1;membre de l'équipe
JOUEUR;joueur;6;vocab;Du match, il repart avec le trophée individuel;joueur;1;distinction d'après-match
KAGAWA;Kagawa;6;legendes;Milieu japonais passé par Dortmund et United;factuel;3;carrière européenne
KAGAWA;Kagawa;6;legendes;Il a été champion d'Allemagne deux fois;factuel;3;palmarès du joueur
KAGAWA;Kagawa;6;legendes;Six lettres qui se faufilaient entre les lignes;joueur;3;style du meneur
KAISER;Kaiser;6;legendes;Surnom d'un défenseur allemand champion du monde;factuel;2;Beckenbauer
KAISER;Kaiser;6;legendes;Il signifie empereur en allemand;factuel;1;traduction
KAISER;Kaiser;6;legendes;Six lettres qui ont gagné en joueur et en sélectionneur;joueur;2;1974 et 1990
KAMARA;Kamara;6;actuels;Il a rejoint Lyon à l'été 2026;factuel;3;transfert officialisé
KAMARA;Kamara;6;actuels;Jeune joueur recruté par l'OL;factuel;3;mercato estival
KAMARA;Kamara;6;actuels;Six lettres arrivées sur les bords du Rhône;joueur;2;destination du transfert
KANGIN;Kang-in;6;actuels;Milieu sud-coréen du PSG;factuel;3;entrejeu parisien
KANGIN;Kang-in;6;actuels;Il était arrivé de Majorque en 2023;factuel;3;transfert du joueur
KANGIN;Kang-in;6;actuels;Six lettres au pied gauche très technique;joueur;3;style du joueur
KANSAS;Kansas;6;stades;Ville américaine hôte du Mondial 2026;factuel;2;organisation américaine
KANSAS;Kansas;6;stades;Elle est réputée pour son barbecue;factuel;2;spécialité locale
KANSAS;Kansas;6;stades;Six lettres au centre des États-Unis;joueur;1;géographie
KATOTO;Katoto;6;feminin;Attaquante française vedette du PSG;factuel;1;buteuse parisienne
KATOTO;Katoto;6;feminin;Elle marque en moyenne presque un but par match;factuel;2;rendement remarquable
KATOTO;Katoto;6;feminin;Six lettres au gabarit de grande avant-centre;joueur;2;profil de la buteuse
KERKEZ;Kerkez;6;actuels;Latéral hongrois arrivé à Liverpool en 2025;factuel;3;transfert du joueur
KERKEZ;Kerkez;6;actuels;Il avait brillé à Bournemouth;factuel;3;saison précédente
KERKEZ;Kerkez;6;actuels;Six lettres au volume de course impressionnant;joueur;3;profil du latéral
KLAXON;klaxon;6;culture;Il retentit dans toute la ville après un titre;factuel;1;célébration urbaine
KLAXON;klaxon;6;culture;Les voisins non supporters le détestent;joueur;1;revers de la fête
KLAXON;klaxon;6;culture;Six lettres qui viennent d'une marque déposée;factuel;2;origine du mot
KOEMAN;Koeman;6;legendes;Son coup franc a offert la C1 au Barça en 1992;factuel;2;finale de Wembley
KOEMAN;Koeman;6;legendes;Défenseur néerlandais à la frappe surpuissante;factuel;2;réputation du joueur
KOEMAN;Koeman;6;legendes;Six lettres devenues sélectionneur des Pays-Bas;joueur;2;reconversion
KOLLER;Koller;6;actuels;Jeune attaquant tchèque de Feyenoord;factuel;3;espoir batave
KOLLER;Koller;6;actuels;Un homonyme fut un géant de la Bundesliga;factuel;3;attaquant des années 2000
KOLLER;Koller;6;actuels;Six lettres au patronyme déjà célèbre;joueur;3;homonymie
KONAMI;Konami;6;culture;Éditeur japonais du grand rival de FIFA;factuel;2;studio de jeux vidéo
KONAMI;Konami;6;culture;Il a perdu la plupart des licences officielles;factuel;3;guerre des droits
KONAMI;Konami;6;culture;Six lettres qui ont bercé une génération de manettes;joueur;2;culture du jeu vidéo
KONATE;Konaté;6;actuels;Défenseur central des Bleus au Mondial 2026;factuel;1;charnière tricolore
KONATE;Konaté;6;actuels;Il défendait les couleurs de Liverpool;factuel;2;club anglais
KONATE;Konaté;6;actuels;Grand costaud de l'axe tricolore;joueur;1;profil physique
KOUNDE;Koundé;6;actuels;Latéral droit français passé par Séville;factuel;2;parcours en Liga
KOUNDE;Koundé;6;actuels;Il était déjà du Mondial 2022;factuel;2;deuxième phase finale
KOUNDE;Koundé;6;actuels;Défenseur tricolore réputé pour ses tenues;joueur;2;style vestimentaire
LAKRAR;Lakrar;6;feminin;Défenseure française internationale;factuel;3;charnière des Bleues
LAKRAR;Lakrar;6;feminin;Elle a été formée à Montpellier;factuel;3;parcours de la joueuse
LAKRAR;Lakrar;6;feminin;Six lettres très solides dans les duels;joueur;3;style de la défenseure
LARMES;larmes;6;fillfoot;Elles coulent après la séance des onze mètres;factuel;1;départage cruel
LARMES;larmes;6;fillfoot;Perdants et gagnants les versent;joueur;1;émotion de la finale
LATINE;latine;6;competitions;Coupe qui réunissait quatre pays du Sud;factuel;3;épreuve disparue
LATINE;latine;6;competitions;Elle a précédé la Coupe d'Europe des clubs;factuel;3;ancêtre de la C1
LATINE;latine;6;competitions;Six lettres oubliées depuis les années cinquante;joueur;3;compétition éteinte
LEAGUE;League;6;competitions;Mot anglais présent dans trois noms de coupes;factuel;1;Champions, Europa, Conference
LEAGUE;League;6;competitions;Premier, il désigne l'élite anglaise;factuel;1;championnat d'Angleterre
LEAGUE;League;6;competitions;Six lettres empruntées à l'anglais;joueur;1;emprunt lexical
LEGUEN;Le Guen;6;coachs;Technicien français passé par Lyon et le PSG;factuel;2;carrière du coach
LEGUEN;Le Guen;6;coachs;Il a aussi dirigé le Cameroun;factuel;2;banc des Lions
LEGUEN;Le Guen;6;coachs;Six lettres qui ont gagné trois titres avec Lyon;joueur;2;série rhodanienne
LEPAUL;Lepaul;6;actuels;Meilleur buteur de Ligue 1 en 2025-2026;factuel;1;vingt et une réalisations
LEPAUL;Lepaul;6;actuels;Artilleur français absent de la liste du Mondial;factuel;3;non-convocation de mai 2026
LEPAUL;Lepaul;6;actuels;Six lettres sacrées meilleur buteur du championnat;joueur;2;titre de la saison
LIBERO;libéro;6;vocab;Défenseur libre de tout marquage;factuel;3;rôle défensif italien
LIBERO;libéro;6;vocab;Beckenbauer l'a presque inventé;joueur;3;précurseur du poste
LIESSE;liesse;6;fillfoot;Joie collective qui suit un sacre;factuel;1;célébration populaire
LIESSE;liesse;6;fillfoot;La ville entière y bascule jusqu'au matin;joueur;1;fête du titre
LLORIS;Lloris;6;legendes;Gardien capitaine des Bleus sacrés en 2018;factuel;1;titre en Russie
LLORIS;Lloris;6;legendes;Il a longtemps gardé les buts de Tottenham;factuel;2;carrière anglaise
LLORIS;Lloris;6;legendes;Six lettres qui ont soulevé la coupe à Moscou;joueur;1;finale de 2018
LONDON;London;6;stades;Enceinte olympique reconvertie pour un club de l'est;factuel;2;West Ham
LONDON;London;6;stades;Elle a accueilli les Jeux de 2012;factuel;1;olympisme
LONDON;London;6;stades;Six lettres critiquées pour leur piste d'athlétisme;joueur;2;éloignement du terrain
LUGANO;Lugano;6;clubs;Club suisse du canton italophone;factuel;3;Tessin
LUGANO;Lugano;6;clubs;Sa ville borde un lac au sud des Alpes;factuel;2;géographie
LUGANO;Lugano;6;clubs;Six lettres noir et blanc;joueur;3;couleurs du club
LUKAKU;Lukaku;6;actuels;Attaquant belge annoncé parmi les cadres de 2026;factuel;2;effectif des Diables
LUKAKU;Lukaku;6;actuels;Avant-centre historique de sa sélection;factuel;1;statut en sélection
LUKAKU;Lukaku;6;actuels;Six lettres pour un buteur de gabarit;joueur;1;profil du joueur
LUKEBA;Lukeba;6;actuels;Défenseur français passé de Lyon à Leipzig;factuel;3;transfert de 2023
LUKEBA;Lukeba;6;actuels;Il était titulaire en Ligue 1 à dix-neuf ans;factuel;3;précocité du central
LUKEBA;Lukeba;6;actuels;Six lettres qui relancent proprement;joueur;3;style du défenseur
LUSAIL;Lusail;6;stades;Enceinte de la finale du Mondial 2022;factuel;1;Argentine contre France
LUSAIL;Lusail;6;stades;Il se dresse près de Doha;factuel;1;capitale qatarie
LUSAIL;Lusail;6;stades;Six lettres en forme de coupe dorée;joueur;2;architecture du bâtiment
MADJER;Madjer;6;vocab;Auteur du talon le plus célèbre;factuel;3;finale européenne 1987
MADJER;Madjer;6;vocab;Son geste porte désormais son nom;factuel;3;talon devenu éponyme
MADJER;Madjer;6;vocab;Il a marqué en tournant le dos à la cage;joueur;2;talon devenu légendaire
MADRID;Madrid;6;clubs;Capitale espagnole à trois clubs de Liga;factuel;1;Real, Atlético et Rayo
MADRID;Madrid;6;clubs;Aucun Espagnol du Real n'était au Mondial 2026;factuel;3;liste de De la Fuente
MADRID;Madrid;6;clubs;Six lettres au bord du Manzanares;joueur;2;géographie
MAGULL;Magull;6;feminin;Milieu allemande internationale;factuel;3;entrejeu de la Mannschaft
MAGULL;Magull;6;feminin;Elle a joué au Bayern puis à Lyon;factuel;3;carrière européenne
MAGULL;Magull;6;feminin;Six lettres au pied très précis;joueur;3;qualité de passe
MAHREZ;Mahrez;6;legendes;Ailier algérien champion d'Angleterre avec Leicester;factuel;1;exploit de 2016
MAHREZ;Mahrez;6;legendes;Il a ensuite tout gagné à Manchester City;factuel;2;palmarès du joueur
MAHREZ;Mahrez;6;legendes;Six lettres qui rentrent toujours sur leur gauche;joueur;1;geste signature
MAICON;Maicon;6;legendes;Latéral droit brésilien du triplé de l'Inter;factuel;2;saison 2009-2010
MAICON;Maicon;6;legendes;Il a martyrisé les ailiers adverses cette saison-là;factuel;2;forme du joueur
MAICON;Maicon;6;legendes;Six lettres à la puissance impressionnante;joueur;2;profil du latéral
MAINOO;Mainoo;6;actuels;Milieu anglais formé à Manchester United;factuel;2;produit du club
MAINOO;Mainoo;6;actuels;Il a marqué en finale de la Coupe d'Angleterre;factuel;2;édition de 2024
MAINOO;Mainoo;6;actuels;Six lettres révélées à dix-huit ans;joueur;2;précocité du milieu
MAIRIE;mairie;6;culture;Bâtiment qui reçoit l'équipe championne;factuel;1;réception officielle
MAIRIE;mairie;6;culture;Elle finance souvent le stade municipal;factuel;2;rôle de la collectivité
MAIRIE;mairie;6;culture;Six lettres où se termine toute belle épopée;joueur;1;étape de la fête
MAISON;maison;6;fillfoot;Chez-soi où l'on reçoit l'adversaire;factuel;1;match à domicile
MAISON;maison;6;fillfoot;On n'y perd pas, c'est la règle non écrite;joueur;1;invincibilité à domicile
MAKAAY;Makaay;6;legendes;Auteur du but le plus rapide de la Ligue des champions;factuel;2;dix secondes en 2007
MAKAAY;Makaay;6;legendes;Attaquant néerlandais du Bayern;factuel;3;carrière allemande
MAKAAY;Makaay;6;legendes;Six lettres qui ont surpris tout le Real;joueur;2;huitième de finale
MALAGA;Malaga;6;clubs;Club andalou quart-finaliste de la C1 en 2013;factuel;3;parcours européen
MALAGA;Malaga;6;clubs;Sa ville est la porte de la Costa del Sol;factuel;2;tourisme local
MALAGA;Malaga;6;clubs;Six lettres qui désignent aussi un vin doux;joueur;1;homonymie
MANCHE;manche;6;competitions;Rencontre d'une double confrontation;factuel;1;aller ou retour
MANCHE;manche;6;competitions;La seconde se joue chez l'autre équipe;factuel;1;alternance des terrains
MANCHE;manche;6;competitions;Six lettres qui désignent aussi une partie du maillot;joueur;1;homonymie
MARTIN;Martín;6;actuels;Deuxième buteur de la deuxième division espagnole;factuel;3;dix-neuf réalisations
MARTIN;Martín;6;actuels;Buteur espagnol du deuxième échelon;factuel;3;saison 2025-2026
MARTIN;Martín;6;actuels;Six lettres et un patronyme très répandu;joueur;1;nom courant
MASQUE;masque;6;culture;Célébration où l'on couvre son visage;factuel;1;geste reconnaissable
MASQUE;masque;6;culture;Aubameyang en avait fait sa signature;factuel;2;buteur gabonais
MASQUE;masque;6;culture;Six lettres qui protègent aussi un nez cassé;joueur;1;double usage
MATETA;Mateta;6;actuels;Attaquant tricolore de retour dans la liste;factuel;2;rappel en 2026
MATETA;Mateta;6;actuels;Il évoluait en Angleterre avant le Mondial;factuel;2;Premier League
MATETA;Mateta;6;actuels;Buteur passé par Lyon puis par l'Allemagne;joueur;3;parcours du joueur
MAUROY;Mauroy;6;stades;Il suit Pierre dans le nom d'un stade nordiste;factuel;2;Lille
MAUROY;Mauroy;6;stades;Le nom honore un ancien Premier ministre;factuel;3;hommage politique
MAUROY;Mauroy;6;stades;Six lettres à la pelouse rétractable;joueur;2;innovation du lieu
MAYULU;Mayulu;6;actuels;Jeune attaquant français formé au PSG;factuel;3;produit du club
MAYULU;Mayulu;6;actuels;Il a marqué en finale de Ligue des champions;factuel;2;édition 2025
MAYULU;Mayulu;6;actuels;Six lettres entrées en jeu pour marquer;joueur;2;remplaçant décisif
MBAPPE;Mbappé;6;actuels;Capitaine des Bleus au Mondial 2026;factuel;1;brassard tricolore
MBAPPE;Mbappé;6;actuels;Meilleur buteur du Mondial 2026 avec dix buts;factuel;1;classement des buteurs
MBAPPE;Mbappé;6;actuels;Champion du monde à dix-neuf ans en 2018;factuel;1;titre remporté en Russie
MBAPPE;Mbappé;6;actuels;Dix réalisations et toujours pas de seconde étoile;joueur;1;quatrième place française
MBEMBA;Mbemba;6;actuels;Joueur parti du PSG au Paris FC en 2026;factuel;3;transfert du 16 juillet
MBEMBA;Mbemba;6;actuels;Il a changé de club sans quitter la capitale;factuel;3;mercato de l'été 2026
MBEMBA;Mbemba;6;actuels;Six lettres passées d'un club parisien à l'autre;joueur;2;mouvement intra-muros
MBEUMO;Mbeumo;6;actuels;Attaquant camerounais passé de Brentford à United;factuel;2;transfert de 2025
MBEUMO;Mbeumo;6;actuels;Il a été formé à Troyes;factuel;3;origine du joueur
MBEUMO;Mbeumo;6;actuels;Six lettres qui enroulent du gauche;joueur;2;geste signature
MEAZZA;Meazza;6;stades;Autre nom de l'enceinte partagée de Milan;factuel;2;dénomination officielle
MEAZZA;Meazza;6;stades;Il honore un attaquant italien d'avant-guerre;factuel;3;légende du club
MEAZZA;Meazza;6;stades;Six lettres que les Milanais appellent autrement;joueur;2;double dénomination
MEINAU;Meinau;6;stades;Enceinte alsacienne du Racing;factuel;2;Strasbourg
MEINAU;Meinau;6;stades;Son ambiance est saluée dans toute la Ligue 1;factuel;2;ferveur du public
MEINAU;Meinau;6;stades;Six lettres qui portent le nom d'un quartier;joueur;3;toponymie locale
MENDES;Mendes;6;actuels;Latéral gauche portugais évoluant à Paris;factuel;2;club français
MENDES;Mendes;6;actuels;Titulaire du couloir gauche lusitanien;factuel;1;poste en sélection
MENDES;Mendes;6;actuels;Six lettres sans concurrence à leur poste;joueur;2;statut de titulaire
MENEUR;meneur;6;vocab;Numéro dix chargé de créer le jeu;factuel;1;organisateur offensif
MENEUR;meneur;6;vocab;Il touche le ballon plus que quiconque;joueur;2;plaque tournante de l'équipe
MENTAL;mental;6;vocab;Force psychologique face à la pression;factuel;1;solidité intérieure
MENTAL;mental;6;vocab;Il fait la différence à zéro partout à la 85e;joueur;1;fin de match
MENTOR;mentor;6;coachs;Technicien qui a formé d'autres entraîneurs;factuel;2;transmission du métier
MENTOR;mentor;6;coachs;Guardiola cite souvent le sien;factuel;2;influence de Cruyff
MENTOR;mentor;6;coachs;Six lettres empruntées à un personnage antique;joueur;1;étymologie
MERINO;Merino;6;actuels;Milieu du trio espagnol champion du monde;factuel;2;entrejeu de la Roja
MERINO;Merino;6;actuels;Il dictait le tempo avec ses deux partenaires;factuel;2;rôle au milieu
MERINO;Merino;6;actuels;Grand gabarit de l'entrejeu basque;joueur;2;profil du joueur
MERLIN;Merlin;6;actuels;Latéral gauche français du PSG;factuel;2;couloir parisien
MERLIN;Merlin;6;actuels;Il est arrivé de Rennes en 2024;factuel;3;transfert du joueur
MERLIN;Merlin;6;actuels;Six lettres qui portent aussi le nom d'un enchanteur;joueur;1;homonymie
MERLUS;Merlus;6;clubs;Surnom des joueurs du club lorientais;factuel;3;emblème du club
MERLUS;Merlus;6;clubs;Il vient d'un poisson pêché au large;factuel;3;origine du surnom
MERLUS;Merlus;6;clubs;Six lettres orange et noir;joueur;3;couleurs du club
MEXICO;Mexico;6;stades;Capitale hôte du Mondial pour la troisième fois;factuel;1;1970, 1986 et 2026
MEXICO;Mexico;6;stades;On y joue à plus de deux mille mètres d'altitude;factuel;1;difficulté du déplacement
MEXICO;Mexico;6;stades;Six lettres qui essoufflent les visiteurs;joueur;1;effet de l'altitude
MHEUKA;Mheuka;6;actuels;Meilleur joueur et buteur de la Premier League 2;factuel;3;dix-huit réalisations
MHEUKA;Mheuka;6;actuels;Espoir de Chelsea distingué chez les moins de 21 ans;factuel;3;saison 2025-2026
MHEUKA;Mheuka;6;actuels;Six lettres au sommet du football de formation;joueur;3;championnat des espoirs
MICHEL;Michel;6;coachs;Prénom de techniciens français au long parcours;factuel;2;usage courant
MICHEL;Michel;6;coachs;Prénom masculin très répandu au siècle passé;factuel;1;génération concernée
MICHEL;Michel;6;coachs;Six lettres devenues rares chez les jeunes;joueur;1;prénom démodé
MICOUD;Micoud;6;legendes;Meneur français passé par Bordeaux et le Werder;factuel;3;carrière du joueur
MICOUD;Micoud;6;legendes;Il a été champion d'Europe en 2000;factuel;2;titre continental
MICOUD;Micoud;6;legendes;Six lettres au toucher de balle rare;joueur;3;style du joueur
MILIEU;milieu;6;vocab;Il relie la défense et l'attaque;factuel;1;ligne intermédiaire
